"","MS","SPY"
"1",0,0
"2",-1.22030147355709,-0.545373556664462
"3",-0.194826563355276,0.729759492481009
"4",0.321578866724404,0.621998031685591
"5",-0.318765788256129,0.279707472689749
"6",0.262981308526698,0.591893924963298
"7",-0.418047822054558,0.646691704411637
"8",0.579678179267897,-0.0872026611134832
"9",0.033021833079545,0.201798409130802
"10",0.834109520311428,-1.28583747447094
"11",0.324021786030426,1.34425416729085
"12",-0.318532028972215,-0.301329221632517
"13",-0.0565859375128513,-0.153847201866092
"14",-0.99743217901226,0.216585339243043
"15",-0.425040425227911,0.096734815078225
"16",0.212357366003046,-0.749961706207456
"17",-0.624358603389036,0.211086049083839
"18",0.0891879192920664,0.279162891070645
"19",0.891426730891354,1.16429676016634
"20",-0.398903542396791,0.239775123803259
"21",-0.431374217836447,1.08947497074826
"22",0.579138367995031,0.0913643533463652
"23",0.0733326761102849,0.648201802052997
"24",-0.675583212885611,-0.633026031312687
"25",0.104825154772472,1.01436077029647
"26",0.396535320064977,1.51887714004514
"27",-0.562544865752069,-3.39033289236183
"28",-0.184961153174468,-0.418892157890868
"29",-2.246402079804,-1.72755381238491
"30",0.444429528603789,0.880688117795766
"31",-0.773856834585488,-1.07559004770405
"32",-0.102206667012203,-0.0554695416358398
"33",0.503732190294605,0.971187880972631
"34",-0.769846548336442,0.315880663706908
"35",0.452516201464948,-0.570771356622869
"36",-0.885297610688646,-1.16281972006685
"37",-0.281145968671883,-1.30773164096771
"38",-1.56589089683584,-1.10897793418722
"39",-0.655252885417806,0.740265463030428
"40",-1.11153579685646,-2.3261659782435
"41",0.000716921146892149,0.0700588150524361
"42",0.198814005477661,1.19572507337661
"43",0.947146684040348,1.19888468158117
"44",-1.03469655529558,-0.532667615717885
"45",0.704191543201691,0.569937589254209
"46",-1.01604087027907,0.52531516887279
"47",0.400429739824546,-1.25450989083436
"48",0.35932819011986,1.61137919583024
"49",-0.857889842800271,-1.25991722869698
"50",0.613708971164263,1.20103343807866
"51",0.0810220368643079,0.556374412081837
"52",-0.296131271230533,0.688893126487105
"53",1.41158858961935,1.50472796397684
"54",-0.357272163640784,-0.681077680313386
"55",0.0171000452935786,-0.747555043889996
"56",0.405092657355767,-0.272351970308558
"57",0.270063131950713,-0.237840769153101
"58",-0.894085564080259,-2.15922802076927
"59",0.259139041923146,0.215800717881176
"60",-1.0500675645255,-0.342969014585324
"61",0.923119380443748,0.484884256720067
"62",-0.068995849798332,0.25132643486733
"63",-1.43445013917935,-2.63210386274102
"64",-1.39871523947336,-0.355207761204015
"65",-0.860872337520755,-3.31183168800731
"66",0.5555257310448,0.38134038070773
"67",-0.128023920458654,-0.729044754892295
"68",0.865439141019005,0.706662560652272
"69",1.27634331839889,1.37752359850231
"70",0.0464259488518723,1.61602787744586
"71",0.483987216051777,1.19303471770017
